Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
1597,7,Go back to the original question and check your working out please?,"Sure. The original question was: ""A carton contains 12 boxes. If each box has 10 packs of cheese cookies, what's the price of a pack of cheese cookies if a dozen cartons cost $1440?"" I calculated that there are 12 x 10 = 120 packs of cheese cookies in a carton. Then I multiplied 12 cartons by 12 = 144 cartons. Then I multiplied 144 cartons by 120 packs = 17280 packs of cheese cookies in a dozen cartons. Finally, I divided 1440 by 17280 to get the price of a single pack of cheese cookies, which is 0.0833 (rounded to four decimal places).",False,0.2451,0.2451,0.8889,1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).),
1597,8,"You've just told me that 12 x 120 (which is the calculation we need to do) is 1440, so can you explain where you think 17280 comes from?","17280 comes from multiplying 144 cartons by 120 packs, which gives us the total number of packs of cheese cookies in a dozen cartons. So 12 x 120 is 1440, which is the total number of packs of cheese cookies in a single carton. But since we have 12 cartons, we need to multiply 12 x 120 to get the total number of packs of cheese cookies in a dozen cartons, which is 17280.",False,0.2451,0.2451,0.8889,1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).),
1597,9,But we don't have 144 cartons do we? How many cartons do we have?,"We have 12 cartons. So 12 x 120 is 1440, which is the total number of packs of cheese cookies in a single carton. But since we have 12 cartons, we need to multiply 12 x 120 to get the total number of packs of cheese cookies in a dozen cartons, which is 17280.",False,0.4844,"0.5000, 0.4688",0.8889,"1) Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",
1597,10,"No a carton contains 12 boxes of 10 cookies, which 120 cookies. You are adding an extra calculation that isn't needed.","Oh, I understand now. We don't need to multiply 12 cartons by 12. We just need to multiply 12 x 10 to get 120 packs of cheese cookies in a single carton. Then we need to multiply 12 x 120 to get the total number of packs of cheese cookies in a dozen cartons, which is 1440.",true,0.1826,"0.1826, 0.1826, 0.1826",0.8889,"1) Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)",
1597,11,"That's correct. So, if there are 1440 packs of cookies and they cost $1440, how much does one pack of cookie cost","If there are 1440 packs of cookies and they cost $1440, then the price of a single pack of cheese cookies is 1440/1440 = $1.00 (rounded to two decimal places).",true,0.6758,"0.6797, 0.6797, 0.6797",0.8889,"1) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
2) Determine the unknown whole number in a multiplication or division equation relating three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 × ? = 48, 5 = �� ÷ 3, 6 × 6 = ?.
3) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)",
,,,,,,,,,
262,1,The sum of their ages must be added not taken away,"Oh, I see. So the sum of Alma and Melina's ages is 80 years, not 60. That means Alma scored (1/2)*40 = 20 points in the test. 20",False,--,--,1.0000,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
262,2,Yes the sum of their ages is 80. If their total ages are twice of what almas score was then what was her score?,Alma scored (1/2)*80 = 40 points in the test. 40,true,0.7070,"0.7070, 0.7070",1.0000,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
262,3,"Brilliant, can you identify how you got there?","Sure. Alma is 60/3 = 20 years old. The sum of the ages of Alma and Melina is 80, meaning Melina is 80-20 = 60 years old. If the sum of the ages of Alma and Melina is twice the total number of points Alma scored in a test, Alma scored (1/2)*80 = 40 points in the test.",true,0.7539,0.7539,1.0000,"1) Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.",
,,,,,,,,,
599,1,Hi Stephanie can you walk me through your answer,"Sure, Steve sells 1,000,000 - 100,000 = 900,000 copies of the book. He earns $2 x 0.9 = $1.8 for each book sold. So he earned a total of $1.8 x 900,000 = $1,620,000. His agent takes 10% of that, which is $162,000. Therefore, Steve kept $1,620,000 - $162,000 = $1,458,000 not counting the money from the advance.",na,--,--,0.3333,None,
599,2,Why do you multiply 2 by 0.9?,"I multiply 2 by 0.9 because the agent takes 10% of the money Steve earns, so I need to subtract 10% from the total amount he earns from each book. Multiplying 2 by 0.9 is equivalent to subtracting 10%, which is 0.1 from 2. Therefore, 2 x 0.9 = 1.8.",true,--,--,0.3333,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
599,3,"Okay that's good. So if you already accounted for the money his agent earns, then why do you multiply Steve's earnings by 10% again?","I multiply Steve's earnings by 10% again because I need to calculate the amount of money his agent earns. So I take the total amount Steve earns from the 900,000 copies, which is $1,620,000, and multiply it by 10% to get the amount his agent earns, which is $162,000.",False,0.3789,"0.3496, 0.4082",0.3333,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
599,4,"I think you are confused. You already determined that Steve earns $1,620,000 after giving his agent 10% of his earnings. You don't need to multiply 1,620,000 by 10% again...","Oh, I see. I don't need to multiply 1,620,000 by 10% again. I just need to subtract the amount his agent earns, which is $162,000, from the total amount Steve earns, which is $1,620,000. So Steve kept $1,620,000 - $162,000 = $1,458,000 not counting the money from the advance.",False,0.5469,"0.5312, 0.5625",0.3333,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
599,5,"No, the total amount Steve earns isn't 1,620,000. That is the amount after his agent took 10%.","Oh, I see. The total amount Steve earns is $1,800,000. His agent takes 10% of that, which is $180,000. So Steve kept $1,800,000 - $180,000 = $1,620,000 not counting the money from the advance.",true,0.2695,"0.2451, 0.2949",0.3333,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
,,,,,,,,,
808,1,can you walk me through your solution stepwise? hello heidi can you please explain your solution to me?,"Sure! I started by calculating the total number of slices needed for the party, which was 8 x 2 = 16 slices of cake. Then I figured out that each cake makes 6 slices, so 4 cakes would make 4 x 6 = 24 slices of cake. Since Amber is going to eat 3 slices, there will be 24 - 3 = 21 slices left. Since 21 is not a multiple of 6, there will be some slices left over. The remainder when 21 is divided by 6 is 3. Therefore, there will be 3 slices left over at the end.",na,--,--,0.6667,None,
808,2,so you have correctly calculated 6 cakes means 24 slices and 16 slices are required by her friends. you have correctly noted that she herself will eat 3 slices. by why are you dividing 21 by 6 to get the remainder?,"I am dividing 21 by 6 to get the remainder because 21 is not a multiple of 6. When we divide 21 by 6, the remainder is 3, which means that there will be 3 slices left over at the end.",False,--,--,0.6667,"1) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
2) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)",
808,3,but dividing 21 by 6 means each person will get 3 slices and then 3 slices would be left isn't it? doesn't this contradict the fact that each friend requires 2 slices (already given in the question.),"No, it doesn't contradict the fact that each friend requires two slices. Dividing 21 by 6 gives us 3 slices per person, but since Amber is eating 3 slices herself, that leaves us with 3 slices left over. So, each of her friends will get two slices, and the remaining 3 slices will be left over.",False,0.1924,"0.2021, 0.1826",0.6667,"1) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
2) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)",
808,4,lets try another way,"Sure! We can also subtract the 16 slices that are needed for her friends from the 24 slices that the 4 cakes make. This would give us 24 - 16 = 8 slices. Since Amber is eating 3 slices, that leaves us with 8 - 3 = 5 slices. Since 5 is not a multiple of 6, there will be some slices left over. The remainder when 5 is divided by 6 is 5, so there will be 5 slices left over at the end.",true,0.2227,"0.2227, 0.2227",0.6667,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
808,5,"that is it. 5 is the required answer. Amber eats 3 slices, her friends eat 16 slices, do 24-16-3=5 slices will be left over. so you don't need to try to divide 5 by 6 at all.","Yes, that's correct. By subtracting the 16 slices that are needed for her friends from the 24 slices that the 4 cakes make, we get 8 slices. Since Amber is eating 3 slices, that leaves us with 5 slices. Since 5 is not a multiple of 6, there will be some slices left over. The remainder when 5 is divided by 6 is 5, so there will be 5 slices left over at the end.",true,0.7188,"0.7305, 0.7070",0.6667,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
1795,1,"Hi , could you please walk me through your solution?","Sure! I started by figuring out how far the potato would travel. I knew that one football field is 200 yards long and that Ben's potato gun can launch a potato 6 football fields. So, I multiplied 200 yards by 6 to get 3600 yards. I then converted that to feet by multiplying 3600 yards by 3, which gave me 10800 feet. Finally, I divided 10800 feet by 400 feet/minute, which gave me 27 minutes as the answer.",na,--,--,0.0000,None,
1795,2,stephanie can you please check your multiplication in the first step? 200 multiplied by 6 is equal to ?,"Yes, 200 multiplied by 6 is equal to 1200.",true,--,--,0.0000,"1) Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 × 5 = 40, one knows 40 ÷ 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers.
2) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.",
1795,3,well done. can you now correct this error in your solution and find the final answer once again?,"Sure! I started by figuring out how far the potato would travel. I knew that one football field is 200 yards long and that Ben's potato gun can launch a potato 6 football fields. So, I multiplied 200 yards by 6 to get 1200 yards. I then converted that to feet by multiplying 1200 yards by 3, which gave me 3600 feet. Finally, I divided 3600 feet by 400 feet/minute, which gave me 9 minutes as the answer.",true,0.4375,"0.4375, 0.4082, 0.4688",0.0000,"1) Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two column table. For example, know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), ...
2) Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.
3) Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.",
,,,,,,,,,
2122,1,Hi Lakisha can you explain your working out to me?,"Sure. I started by subtracting the number of blue shoes from the total number of shoes in the warehouse, which was 1250 - 540 = 710. Then I let x be the number of pairs of purple shoes. Since the number of green shoes is equal to the number of purple shoes, I knew that the total number of non-blue shoes was 2x. And the total number of shoes was 2x + 540. Since we know that 2x + 540 = 710, I was able to solve for x and get x = 85. So there are 85 pairs of purple shoes in the warehouse.",na,--,--,0.0000,None,
2122,2,"If you number of green and purple shoes is equal, divide the number minus the number of blue shoes by 2.","Oh, I see! So if the number of green and purple shoes is equal, then the total number of non-blue shoes is equal to the number of purple shoes, which means that the total number of non-blue shoes is 2x. And since we know that 2x + 540 = 710, we can divide 710 by 2 to get x = 85. So there are 85 pairs of purple shoes in the warehouse.",False,--,--,0.0000,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
2122,3,Try dividing 710 by 2 again,"Sure. 710 divided by 2 is 355, so the number of purple shoes is 355 and the number of green shoes is also 355. Therefore, there are 355 pairs of purple shoes in the warehouse.",true,0.4531,"0.4375, 0.4688",0.0000,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
,,,,,,,,,
1438,1,"Claire, how many months attendance were you supposed to add together?","Oh, I was supposed to add together the visitors for October, November, and December.",true,--,--,0.5000,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",
1438,2,"Excellent, recalculate with the last month added in.",The total number of visitors for these three months is 100 + 115 + 15 = 230.,False,0.2578,"0.2695, 0.2451",0.5000,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1438,3,Re-read how to determine December's total and recalculate.,"December had 15 more visitors than November, so the total number of visitors for December is 115 + 15 = 130. The total number of visitors for these three months is 100 + 115 + 130 = 345.",true,0.2129,"0.2021, 0.2227",0.5000,"1) Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
2084,1,"Hello, De Andre can you tell me about the maths you did today","Yes, today we worked on solving proportions. We used a ratio of two ounces of oil to every eight ounces of peanuts to figure out how much oil Sonja used in her 20-ounce batch of peanut butter. I set up a proportion and then cross-multiplied to find the answer, which was 5 ounces of oil.",na,--,--,0.0000,None,
2084,2,If I made a cake with 4 grams of flour for every 16 grams of sugar and my mixture weighed 40 grams. My ratio would be 40/20. can you use this to work out the ratio from the example given,"Yes, the ratio from the example given would be 8/2. To find the ratio, you need to divide the total amount of the mixture (40 grams) by the amount of the first ingredient (4 grams). That would give you 10. Then, divide the total amount of the mixture (40 grams) by the amount of the second ingredient (16 grams). That would give you 2.5. So, the ratio would be 10/2.5, which is equivalent to 8/2.",False,--,--,0.0000,"1) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
2) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
3) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
4) Recognize and represent proportional relationships between quantities.",
2084,3,"Sonja has 2 oz of oil and 8oz of peanuts so 2+10=10oz. We need to find out how much she needs if the total amount is 20oz, 20oz is double 10oz","To find out how much oil she needs for 20 ounces of peanuts, we can set up a proportion: 8/2 = 20/x, where x is the amount of oil she needs. We can simplify this proportion by cross-multiplying: 8x = 2 * 20, 8x = 40, x = 5. Therefore, Sonja needs 5 ounces of oil for her 20-ounce batch of peanut butter.",False,0.6602,"0.6523, 0.6523, 0.6797, 0.6523",0.0000,"1) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
2) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
3) Recognize and represent proportional relationships between quantities.
4) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
2084,4,"If I am having to double the recipe, I know I will have to double the ingredients. Do for the peanuts I would have to double 8oz to have 16oz. Can you use this to help you with the oil","Yes, if you double the amount of peanuts from 8 ounces to 16 ounces, then you will also need to double the amount of oil from 2 ounces to 4 ounces. So, if you are doubling the recipe, you will need 4 ounces of oil for 16 ounces of peanuts.",true,0.4844,"0.4375, 0.5000, 0.5000, 0.5000",0.0000,"1) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
2) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
3) Recognize and represent proportional relationships between quantities.
4) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
2084,5,well done,Thank you!,na,--,--,0.0000,None,
,,,,,,,,,
594,1,"Hi Brenda, could you please walk me through your solution?","Sure. I started by calculating the average score per game for UF, which was 720/24 = 30. Then I took half of that average, which was 30/2 = 15. I then subtracted 2 points from that number, which gave me 15-2 = 13. Since UF only won by 2 points, I added 2 to the opponent's total score, giving me 13+2 = 15 points.",na,--,--,1.0000,None,
594,2,"So you said that UF won, would they have more or fewer points than the other team?","UF would have more points than the other team, since they won by 2 points.",true,--,--,1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.",
594,3,"That's right, well done. Take a look at the last bit of your working. You worked out that UF scored 13 points. How many would their opponents have scored?","Their opponents would have scored 15 points, since UF only won by 2 points.",False,0.3633,"0.3770, 0.3496",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
594,4,"If you and I played basketball, you would definitely win! I scored 9 points. If I lost by 2 points, how many points did you get?","I would have scored 11 points, since I would have won by 2 points.",true,0.7891,"0.7969, 0.7773",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
594,5,"That's right. Now what about if you scored 10 points. I lost by 2 points, how many points did I get?","You would have scored 8 points, since you would have lost by 2 points.",true,0.7969,"0.8359, 0.7539",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
594,6,Absolutely. Now look at the original problem. UF scored 13. Their opponents lost by 2 points. How many points did they get?,"Their opponents got 15 points, since they lost by 2 points.",False,0.4844,"0.5312, 0.4375",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
594,7,"Try again. You said that if you scored 10 points, I would have scored 8. If UF scored 13, how many would their opponents have scored?","Their opponents would have scored 15 points, since UF only won by 2 points.",False,0.3086,"0.3203, 0.2949",1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
594,8,"We have to subtract, as the opponents lost - they got fewer points. UF scored 13. 13 - 2 = 11","That's right. The opponents scored 11 points, since UF only won by 2 points.",na,--,--,1.0000,"1) Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.
2) Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.",
,,,,,,,,,
2105,1,HiHunter can you tell me how you worked it out?,"Sure, I started by calculating how many days it would take John to get to 15 reps. That was 15 - 1 = 14 days. Then I added 1 rep per day until he got to 15 reps, so that was 15 + (15-1) = 29 days. Then I did the same for the high elevation push-ups, which was 29 + (15-1) = 43 days. And then for the low elevation push-ups, which was 43 + (15-1) = 57 days. Finally, I divided the total number of days by 5 since he trains 5 days a week, which gave me 57/5 = 11.4 weeks. I rounded up to 12 weeks for the total time it would take him to get to floor push-ups.",na,--,--,0.8000,None,
